x,y,z
-0.596497299,0.783932841,-4.40E-05
-0.603457623,0.778657133,-4.37E-05
-0.610371248,0.773321167,-4.34E-05
-0.617237646,0.767925366,-4.30E-05
-0.624056293,0.762470158,-4.27E-05
-0.630826672,0.756955974,-4.24E-05
-0.637548267,0.751383254,-4.20E-05
-0.644220568,0.745752437,-4.17E-05
-0.650843069,0.740063971,-4.13E-05
-0.657415266,0.734318306,-4.10E-05
-0.663936662,0.728515897,-4.06E-05
-0.670406763,0.722657204,-4.03E-05
-0.67682508,0.716742691,-3.99E-05
-0.683191129,0.710772827,-3.95E-05
-0.689504427,0.704748083,-3.92E-05
-0.6957645,0.698668936,-3.88E-05
-0.701970875,0.692535868,-3.84E-05
-0.708123085,0.686349364,-3.80E-05
-0.714220669,0.680109912,-3.76E-05
-0.720263168,0.673818006,-3.73E-05
-0.726250129,0.667474143,-3.69E-05
-0.732181102,0.661078824,-3.65E-05
-0.738055645,0.654632555,-3.61E-05
-0.743873319,0.648135844,-3.57E-05
-0.749633688,0.641589204,-3.53E-05
-0.755336324,0.634993152,-3.49E-05
-0.760980801,0.628348207,-3.45E-05
-0.7665667,0.621654894,-3.41E-05
-0.772093606,0.614913739,-3.37E-05
-0.777561109,0.608125275,-3.33E-05
-0.782968805,0.601290036,-3.29E-05
-0.788316292,0.594408558,-3.24E-05
-0.793603176,0.587481385,-3.20E-05
-0.798829067,0.580509061,-3.16E-05
-0.803993581,0.573492134,-3.12E-05
-0.809096338,0.566431155,-3.07E-05
-0.814136963,0.559326679,-3.03E-05
-0.819115086,0.552179263,-2.99E-05
-0.824030344,0.544989468,-2.95E-05
-0.828882378,0.537757859,-2.90E-05
-0.833670833,0.530485002,-2.86E-05
-0.838395363,0.523171468,-2.81E-05
-0.843055622,0.515817827,-2.77E-05
-0.847651274,0.508424658,-2.73E-05
-0.852181986,0.500992537,-2.68E-05
-0.856647431,0.493522045,-2.64E-05
-0.861047287,0.486013768,-2.59E-05
-0.865381238,0.47846829,-2.55E-05
-0.869648973,0.470886202,-2.50E-05
-0.873850186,0.463268095,-2.45E-05
-0.877984577,0.455614562,-2.41E-05
-0.882051853,0.447926201,-2.36E-05
-0.886051723,0.44020361,-2.32E-05
-0.889983905,0.43244739,-2.27E-05
-0.89384812,0.424658145,-2.22E-05
-0.897644096,0.41683648,-2.18E-05
-0.901371566,0.408983003,-2.13E-05
-0.905030269,0.401098324,-2.08E-05
-0.908619948,0.393183055,-2.04E-05
-0.912140355,0.38523781,-1.99E-05
-0.915591245,0.377263204,-1.94E-05
-0.918972378,0.369259856,-1.89E-05
-0.922283522,0.361228385,-1.85E-05
-0.925524449,0.353169412,-1.80E-05
-0.928694937,0.345083561,-1.75E-05
-0.931794771,0.336971456,-1.70E-05
-0.934823739,0.328833723,-1.65E-05
-0.937781637,0.320670991,-1.60E-05
-0.940668266,0.312483888,-1.56E-05
-0.943483432,0.304273046,-1.51E-05
-0.946226948,0.296039097,-1.46E-05
-0.948898633,0.287782674,-1.41E-05
-0.951498309,0.279504413,-1.36E-05
-0.954025807,0.271204949,-1.31E-05
-0.956480962,0.26288492,-1.26E-05
-0.958863615,0.254544964,-1.21E-05
-0.961173613,0.246185721,-1.16E-05
-0.963410808,0.237807831,-1.11E-05
-0.96557506,0.229411935,-1.06E-05
-0.967666231,0.220998676,-1.01E-05
-0.969684193,0.212568698,-9.64E-06
-0.971628821,0.204122643,-9.14E-06
-0.973499996,0.195661157,-8.65E-06
-0.975297607,0.187184886,-8.15E-06
-0.977021545,0.178694475,-7.65E-06
-0.978671709,0.170190571,-7.14E-06
-0.980248006,0.161673822,-6.64E-06
-0.981750344,0.153144874,-6.14E-06
-0.983178639,0.144604377,-5.64E-06
-0.984532815,0.136052978,-5.14E-06
-0.985812799,0.127491326,-4.63E-06
-0.987018524,0.118920071,-4.13E-06
-0.988149929,0.110339861,-3.63E-06
-0.98920696,0.101751347,-3.12E-06
-0.990189567,0.093155177,-2.62E-06
-0.991097706,0.084552001,-2.11E-06
-0.991931341,0.07594247,-1.61E-06
-0.992690439,0.067327231,-1.10E-06
-0.993374973,0.058706936,-5.98E-07
-0.993984924,0.050082233,-9.34E-08
-0.994520276,0.041453771,4.12E-07
-0.99498102,0.032822199,9.17E-07
-0.995367153,0.024188166,1.42E-06
-0.995678677,0.01555232,1.93E-06
-0.9959156,0.006915309,2.43E-06
-0.996077935,-0.00172222,2.94E-06
-0.996165703,-0.01035962,3.44E-06
-0.996178927,-0.018996245,3.94E-06
-0.996117638,-0.027631449,4.45E-06
-0.995981872,-0.036264587,4.95E-06
-0.995771672,-0.044895015,5.45E-06
-0.995487084,-0.053522089,5.96E-06
-0.995128162,-0.062145167,6.46E-06
-0.994694963,-0.070763606,6.96E-06
-0.994187553,-0.079376766,7.46E-06
-0.993606,-0.087984006,7.96E-06
-0.99295038,-0.096584687,8.46E-06
-0.992220774,-0.105178171,8.96E-06
-0.991417267,-0.113763822,9.46E-06
-0.990539952,-0.122341004,9.96E-06
-0.989588925,-0.130909081,1.05E-05
-0.988564289,-0.139467421,1.10E-05
-0.987466152,-0.148015392,1.14E-05
-0.986294627,-0.156552362,1.19E-05
-0.985049833,-0.165077702,1.24E-05
-0.983731895,-0.173590784,1.29E-05
-0.982340941,-0.182090982,1.34E-05
-0.980877107,-0.190577671,1.39E-05
-0.979340533,-0.199050226,1.44E-05
-0.977731364,-0.207508027,1.49E-05
-0.976049752,-0.215950453,1.54E-05
-0.974295851,-0.224376885,1.59E-05
-0.972469824,-0.232786707,1.63E-05
-0.970571837,-0.241179303,1.68E-05
-0.968602061,-0.24955406,1.73E-05
-0.966560674,-0.257910367,1.78E-05
-0.964447857,-0.266247614,1.83E-05
-0.962263798,-0.274565194,1.88E-05
-0.960008688,-0.282862501,1.92E-05
-0.957682725,-0.291138931,1.97E-05
-0.955286112,-0.299393883,2.02E-05
-0.952819056,-0.307626758,2.07E-05
-0.950281769,-0.315836958,2.11E-05
-0.947674468,-0.324023889,2.16E-05
-0.944997377,-0.332186957,2.21E-05
-0.942250722,-0.340325572,2.25E-05
-0.939434736,-0.348439145,2.30E-05
-0.936549655,-0.356527091,2.35E-05
-0.933595722,-0.364588826,2.39E-05
-0.930573183,-0.37262377,2.44E-05
-0.92748229,-0.380631343,2.48E-05
-0.9243233,-0.388610969,2.53E-05
-0.921096473,-0.396562074,2.58E-05
-0.917802076,-0.404484089,2.62E-05
-0.914440379,-0.412376444,2.67E-05
-0.911011657,-0.420238573,2.71E-05
-0.90751619,-0.428069913,2.76E-05
-0.903954263,-0.435869905,2.80E-05
-0.900326164,-0.44363799,2.84E-05
-0.896632188,-0.451373614,2.89E-05
-0.892872632,-0.459076224,2.93E-05
-0.889047799,-0.466745272,2.98E-05
-0.885157997,-0.474380211,3.02E-05
-0.881203537,-0.481980498,3.06E-05
-0.877184735,-0.489545593,3.11E-05
-0.873101911,-0.497074958,3.15E-05
-0.86895539,-0.504568059,3.19E-05
-0.864745502,-0.512024365,3.23E-05
-0.860472578,-0.519443348,3.28E-05
-0.856136958,-0.526824482,3.32E-05
-0.851738983,-0.534167246,3.36E-05
-0.847278999,-0.541471121,3.40E-05
-0.842757356,-0.548735592,3.44E-05
-0.838174408,-0.555960146,3.48E-05
-0.833530515,-0.563144275,3.52E-05
-0.828826038,-0.570287473,3.56E-05
-0.824061344,-0.577389237,3.60E-05
-0.819236803,-0.584449069,3.64E-05
-0.814352791,-0.591466474,3.68E-05
-0.809409686,-0.598440959,3.72E-05
-0.804407869,-0.605372036,3.76E-05
-0.799347728,-0.612259219,3.80E-05
-0.794229652,-0.619102028,3.84E-05
-0.789054035,-0.625899983,3.88E-05
-0.783821276,-0.632652612,3.91E-05
-0.778531775,-0.639359441,3.95E-05
-0.773185937,-0.646020006,3.99E-05
-0.767784172,-0.652633841,4.03E-05
-0.762326892,-0.659200487,4.06E-05
-0.756814514,-0.665719488,4.10E-05
-0.751247455,-0.672190391,4.14E-05
-0.745626141,-0.678612748,4.17E-05
-0.739950997,-0.684986113,4.21E-05
-0.734222455,-0.691310046,4.24E-05
-0.728440946,-0.697584109,4.28E-05
-0.722606909,-0.703807868,4.31E-05
-0.716720784,-0.709980895,4.35E-05
-0.710783015,-0.716102762,4.38E-05
-0.704794048,-0.722173049,4.41E-05
-0.698754334,-0.728191338,4.45E-05
-0.692664327,-0.734157214,4.48E-05
-0.686524482,-0.740070268,4.51E-05
-0.680335261,-0.745930094,4.55E-05
-0.674097126,-0.75173629,4.58E-05
-0.667810543,-0.757488458,4.61E-05
-0.661475981,-0.763186204,4.64E-05
-0.655093912,-0.768829139,4.67E-05
-0.648664812,-0.774416878,4.70E-05
-0.642189159,-0.779949038,4.73E-05
-0.635667434,-0.785425242,4.76E-05
-0.62910012,-0.790845117,4.79E-05
-0.622487704,-0.796208295,4.82E-05
-0.615830675,-0.80151441,4.85E-05
-0.609129527,-0.806763102,4.88E-05
-0.602384754,-0.811954015,4.91E-05
-0.595596853,-0.817086797,4.94E-05
-0.588766325,-0.822161099,4.96E-05
-0.581893674,-0.827176579,4.99E-05
-0.574979403,-0.832132898,5.02E-05
-0.568024023,-0.837029719,5.05E-05
-0.561028042,-0.841866714,5.07E-05
-0.553991975,-0.846643555,5.10E-05
-0.546916337,-0.851359921,5.12E-05
-0.539801646,-0.856015495,5.15E-05
-0.532648421,-0.860609964,5.17E-05
-0.525457186,-0.865143018,5.20E-05
-0.518228466,-0.869614355,5.22E-05
-0.510962788,-0.874023673,5.25E-05
-0.503660681,-0.878370679,5.27E-05
-0.496322676,-0.88265508,5.29E-05
-0.488949308,-0.886876591,5.31E-05
-0.481541112,-0.891034931,5.34E-05
-0.474098626,-0.895129821,5.36E-05
-0.466622391,-0.899160988,5.38E-05
-0.459112947,-0.903128166,5.40E-05
-0.451570839,-0.907031089,5.42E-05
-0.443996613,-0.910869499,5.44E-05
-0.436390816,-0.914643141,5.46E-05
-0.428753999,-0.918351766,5.48E-05
-0.421086711,-0.921995127,5.50E-05
-0.413389507,-0.925572984,5.52E-05
-0.405662942,-0.929085101,5.54E-05
-0.397907571,-0.932531245,5.55E-05
-0.390123953,-0.935911191,5.57E-05
-0.382312649,-0.939224716,5.59E-05
-0.374474219,-0.942471601,5.61E-05
-0.366609226,-0.945651635,5.62E-05
-0.358718236,-0.948764608,5.64E-05
-0.350801814,-0.951810317,5.65E-05
-0.342860527,-0.954788563,5.67E-05
-0.334894945,-0.957699151,5.68E-05
-0.326905638,-0.960541892,5.70E-05
-0.318893177,-0.963316602,5.71E-05
-0.310858135,-0.966023098,5.72E-05
-0.302801086,-0.968661207,5.74E-05
-0.294722606,-0.971230757,5.75E-05
-0.286623272,-0.973731582,5.76E-05
-0.27850366,-0.976163521,5.77E-05
-0.27036435,-0.978526418,5.79E-05
-0.262205922,-0.980820119,5.80E-05
-0.254028957,-0.983044479,5.81E-05
-0.245834036,-0.985199355,5.82E-05
-0.237621742,-0.987284608,5.83E-05
-0.22939266,-0.989300107,5.84E-05
-0.221147374,-0.991245723,5.85E-05
-0.212886469,-0.993121333,5.86E-05
-0.204610532,-0.994926819,5.86E-05
-0.196320151,-0.996662066,5.87E-05
-0.188015913,-0.998326965,5.88E-05
-0.179698406,-0.999921413,5.89E-05
-0.171368221,-1.001445309,5.89E-05
-0.163025946,-1.00289856,5.90E-05
-0.154672174,-1.004281076,5.90E-05
-0.146307493,-1.00559277,5.91E-05
-0.137932498,-1.006833564,5.91E-05
-0.129547778,-1.008003381,5.92E-05
-0.121153928,-1.009102151,5.92E-05
-0.11275154,-1.010129809,5.93E-05
-0.104341208,-1.011086292,5.93E-05
-0.095923524,-1.011971545,5.93E-05
-0.087499084,-1.012785516,5.93E-05
-0.079068482,-1.013528158,5.94E-05
-0.070632311,-1.014199431,5.94E-05
-0.062191168,-1.014799295,5.94E-05
-0.053745647,-1.01532772,5.94E-05
-0.045296342,-1.015784678,5.94E-05
-0.03684385,-1.016170146,5.94E-05
-0.028388764,-1.016484106,5.94E-05
-0.019931682,-1.016726545,5.94E-05
-0.011473197,-1.016897455,5.94E-05
-0.003013905,-1.016996832,5.93E-05
0.005445599,-1.017024677,5.93E-05
0.01390472,-1.016980997,5.93E-05
0.022362863,-1.016865803,5.93E-05
0.030819434,-1.016679109,5.92E-05
0.039273838,-1.016420937,5.92E-05
0.047725481,-1.016091311,5.91E-05
0.056173769,-1.015690262,5.91E-05
0.064618109,-1.015217824,5.91E-05
0.073057908,-1.014674037,5.90E-05
0.081492572,-1.014058944,5.89E-05
0.089921511,-1.013372596,5.89E-05
0.098344131,-1.012615045,5.88E-05
0.106759842,-1.01178635,5.87E-05
0.115168052,-1.010886574,5.87E-05
0.123568172,-1.009915785,5.86E-05
0.131959613,-1.008874057,5.85E-05
0.140341784,-1.007761466,5.84E-05
0.148714099,-1.006578094,5.83E-05
0.157075969,-1.005324028,5.82E-05
0.165426808,-1.003999361,5.81E-05
0.17376603,-1.002604187,5.80E-05
0.18209305,-1.001138609,5.79E-05
0.190407283,-0.999602731,5.78E-05
0.198708147,-0.997996664,5.77E-05
0.206995058,-0.996320523,5.75E-05
0.215267435,-0.994574427,5.74E-05
0.223524699,-0.992758501,5.73E-05
0.231766268,-0.990872875,5.72E-05
0.239991566,-0.98891768,5.70E-05
0.248200015,-0.986893056,5.69E-05
0.256391038,-0.984799146,5.67E-05
0.264564061,-0.982636097,5.66E-05
0.27271851,-0.98040406,5.64E-05
0.280853813,-0.978103193,5.63E-05
0.288969398,-0.975733658,5.61E-05
0.297064695,-0.973295619,5.59E-05
0.305139136,-0.970789247,5.58E-05
0.313192153,-0.968214717,5.56E-05
0.321223182,-0.965572209,5.54E-05
0.329231656,-0.962861907,5.52E-05
0.337217015,-0.960083999,5.51E-05
0.345178695,-0.957238678,5.49E-05
0.353116138,-0.954326143,5.47E-05
0.361028785,-0.951346594,5.45E-05
0.36891608,-0.948300239,5.43E-05
0.376777467,-0.945187289,5.41E-05
0.384612393,-0.942007959,5.39E-05
0.392420307,-0.93876247,5.37E-05
0.400200659,-0.935451045,5.34E-05
0.4079529,-0.932073913,5.32E-05
0.415676485,-0.928631309,5.30E-05
0.423370869,-0.925123468,5.28E-05
0.43103551,-0.921550634,5.25E-05
0.438669866,-0.917913053,5.23E-05
0.446273399,-0.914210975,5.21E-05
0.453845573,-0.910444656,5.18E-05
0.461385853,-0.906614354,5.16E-05
0.468893706,-0.902720335,5.13E-05
0.476368601,-0.898762866,5.11E-05
0.48381001,-0.894742218,5.08E-05
0.491217408,-0.89065867,5.06E-05
0.498590268,-0.886512501,5.03E-05
0.50592807,-0.882303996,5.00E-05
0.513230294,-0.878033446,4.98E-05
0.520496423,-0.873701144,4.95E-05
0.52772594,-0.869307387,4.92E-05
0.534918335,-0.864852478,4.89E-05
0.542073094,-0.860336721,4.87E-05
0.549189712,-0.855760429,4.84E-05
0.556267682,-0.851123915,4.81E-05
0.563306501,-0.846427497,4.78E-05
0.570305669,-0.841671498,4.75E-05
0.577264686,-0.836856246,4.72E-05
0.584183058,-0.83198207,4.69E-05
0.591060292,-0.827049305,4.66E-05
0.597895897,-0.822058291,4.63E-05
0.604689385,-0.817009369,4.59E-05
0.611440271,-0.811902887,4.56E-05
0.618148073,-0.806739196,4.53E-05
0.624812311,-0.801518651,4.50E-05
0.631432509,-0.796241609,4.47E-05
0.638008192,-0.790908434,4.43E-05
0.64453889,-0.785519492,4.40E-05
0.651024133,-0.780075154,4.37E-05
0.657463456,-0.774575793,4.33E-05
0.663856397,-0.769021789,4.30E-05
0.670202496,-0.763413521,4.26E-05
0.676501297,-0.757751378,4.23E-05
0.682752346,-0.752035747,4.19E-05
0.688955192,-0.746267022,4.16E-05
0.695109388,-0.7404456,4.12E-05
0.70121449,-0.734571881,4.09E-05
0.707270057,-0.728646271,4.05E-05
0.713275649,-0.722669176,4.01E-05
0.719230833,-0.71664101,3.98E-05
0.725135178,-0.710562186,3.94E-05
0.730988253,-0.704433124,3.90E-05
0.736789635,-0.698254247,3.86E-05
0.742538902,-0.692025979,3.83E-05
0.748235635,-0.685748752,3.79E-05
0.753879419,-0.679422998,3.75E-05
0.759469842,-0.673049153,3.71E-05
0.765006497,-0.666627658,3.67E-05
0.770488978,-0.660158956,3.63E-05
0.775916885,-0.653643494,3.59E-05
0.781289818,-0.647081723,3.55E-05
0.786607385,-0.640474095,3.51E-05
0.791869194,-0.633821068,3.47E-05
0.797074859,-0.627123102,3.43E-05
0.802223996,-0.620380661,3.39E-05
0.807316224,-0.613594212,3.35E-05
0.812351169,-0.606764225,3.31E-05
0.817328457,-0.599891172,3.27E-05
0.82224772,-0.592975532,3.23E-05
0.827108594,-0.586017782,3.18E-05
0.831910716,-0.579018407,3.14E-05
0.83665373,-0.571977891,3.10E-05
0.841337282,-0.564896724,3.06E-05
0.845961022,-0.557775399,3.01E-05
0.850524605,-0.550614409,2.97E-05
0.85502769,-0.543414254,2.93E-05
0.859469938,-0.536175433,2.88E-05
0.863851015,-0.528898452,2.84E-05
0.868170592,-0.521583817,2.80E-05
0.872428342,-0.514232037,2.75E-05
0.876623945,-0.506843626,2.71E-05
0.880757082,-0.499419099,2.66E-05
0.88482744,-0.491958974,2.62E-05
0.888834709,-0.484463771,2.57E-05
0.892778584,-0.476934016,2.53E-05
0.896658765,-0.469370234,2.48E-05
0.900474953,-0.461772954,2.44E-05
0.904226857,-0.454142709,2.39E-05
0.907914187,-0.446480032,2.35E-05
0.911536661,-0.43878546,2.30E-05
0.915093997,-0.431059534,2.25E-05
0.918585921,-0.423302795,2.21E-05
0.922012161,-0.415515787,2.16E-05
0.92537245,-0.407699058,2.12E-05
0.928666527,-0.399853157,2.07E-05
0.931894132,-0.391978636,2.02E-05
0.935055013,-0.384076048,1.97E-05
0.938148921,-0.376145951,1.93E-05
0.94117561,-0.368188904,1.88E-05
0.944134841,-0.360205466,1.83E-05
0.947026378,-0.352196202,1.79E-05
0.94984999,-0.344161677,1.74E-05
0.952605451,-0.336102459,1.69E-05
0.955292539,-0.328019117,1.64E-05
0.957911036,-0.319912223,1.59E-05
0.96046073,-0.31178235,1.55E-05
0.962941414,-0.303630076,1.50E-05
0.965352883,-0.295455978,1.45E-05
0.967694939,-0.287260635,1.40E-05
0.969967389,-0.279044629,1.35E-05
0.972170044,-0.270808544,1.30E-05
0.974302718,-0.262552965,1.25E-05
0.976365233,-0.25427848,1.21E-05
0.978357413,-0.245985678,1.16E-05
0.98027909,-0.237675149,1.11E-05
0.982130097,-0.229347486,1.06E-05
0.983910274,-0.221003282,1.01E-05
0.985619467,-0.212643134,9.60E-06
0.987257524,-0.204267639,9.11E-06
0.988824299,-0.195877396,8.61E-06
0.990319654,-0.187473004,8.12E-06
0.99174345,-0.179055066,7.62E-06
0.993095559,-0.170624186,7.13E-06
0.994375854,-0.162180967,6.63E-06
0.995584214,-0.153726015,6.14E-06
0.996720523,-0.145259938,5.64E-06
0.997784671,-0.136783345,5.14E-06
0.998776552,-0.128296845,4.64E-06
0.999696066,-0.119801049,4.14E-06
1.000543116,-0.111296569,3.65E-06
1.001317613,-0.102784019,3.15E-06
1.002019471,-0.094264012,2.65E-06
1.002648609,-0.085737164,2.15E-06
1.003204953,-0.077204092,1.65E-06
1.003688432,-0.068665412,1.15E-06
1.004098981,-0.060121742,6.50E-07
1.004436542,-0.051573703,1.51E-07
1.004701059,-0.043021913,-3.49E-07
1.004892483,-0.034466993,-8.49E-07
1.00501077,-0.025909564,-1.35E-06
1.005055882,-0.017350249,-1.85E-06
1.005027783,-0.00878967,-2.35E-06
1.004926447,-0.000228451,-2.85E-06
1.00475185,0.008332785,-3.35E-06
1.004503973,0.016893413,-3.84E-06
1.004182805,0.025452809,-4.34E-06
1.003788338,0.034010347,-4.84E-06
1.00332057,0.042565401,-5.34E-06
1.002779503,0.051117346,-5.84E-06
1.002165148,0.059665554,-6.33E-06
1.001477517,0.0682094,-6.83E-06
1.000716629,0.076748257,-7.33E-06
0.99988251,0.085281497,-7.82E-06
0.998975189,0.093808494,-8.32E-06
0.997994701,0.10232862,-8.81E-06
0.996941087,0.110841248,-9.30E-06
0.995814393,0.119345751,-9.80E-06
0.99461467,0.127841502,-1.03E-05
0.993341974,0.136327873,-1.08E-05
0.991996369,0.144804238,-1.13E-05
0.99057792,0.153269969,-1.18E-05
0.989086701,0.161724442,-1.23E-05
0.987522791,0.170167028,-1.27E-05
0.985886272,0.178597103,-1.32E-05
0.984177233,0.187014041,-1.37E-05
0.98239577,0.195417216,-1.42E-05
0.980541982,0.203806005,-1.47E-05
0.978615973,0.212179782,-1.52E-05
0.976617856,0.220537926,-1.56E-05
0.974547744,0.228879811,-1.61E-05
0.972405761,0.237204817,-1.66E-05
0.970192033,0.245512322,-1.71E-05
0.967906691,0.253801705,-1.76E-05
0.965549875,0.262072346,-1.80E-05
0.963121725,0.270323625,-1.85E-05
0.960622392,0.278554925,-1.90E-05
0.958052029,0.286765628,-1.95E-05
0.955410796,0.294955118,-1.99E-05
0.952698855,0.30312278,-2.04E-05
0.949916379,0.311267999,-2.09E-05
0.947063542,0.319390162,-2.13E-05
0.944140526,0.327488657,-2.18E-05
0.941147515,0.335562874,-2.23E-05
0.938084702,0.343612204,-2.27E-05
0.934952285,0.351636038,-2.32E-05
0.931750464,0.359633769,-2.36E-05
0.928479448,0.367604792,-2.41E-05
0.925139451,0.375548504,-2.45E-05
0.921730689,0.383464303,-2.50E-05
0.918253388,0.391351587,-2.54E-05
0.914707775,0.399209757,-2.59E-05
0.911094086,0.407038216,-2.63E-05
0.907412561,0.414836369,-2.68E-05
0.903663443,0.422603622,-2.72E-05
0.899846984,0.430339381,-2.77E-05
0.895963439,0.438043058,-2.81E-05
0.89201307,0.445714064,-2.85E-05
0.887996141,0.453351812,-2.90E-05
0.883912925,0.460955718,-2.94E-05
0.879763698,0.468525199,-2.98E-05
0.875548743,0.476059677,-3.03E-05
0.871268345,0.483558572,-3.07E-05
0.866922798,0.491021308,-3.11E-05
0.862512399,0.498447313,-3.15E-05
0.85803745,0.505836014,-3.20E-05
0.85349826,0.513186843,-3.24E-05
0.848895141,0.520499233,-3.28E-05
0.844228411,0.527772621,-3.32E-05
0.839498394,0.535006444,-3.36E-05
0.834705418,0.542200144,-3.40E-05
0.829849816,0.549353164,-3.44E-05
0.824931927,0.556464951,-3.48E-05
0.819952094,0.563534952,-3.52E-05
0.814910666,0.570562621,-3.56E-05
0.809807995,0.577547411,-3.60E-05
0.804644442,0.584488779,-3.64E-05
0.799420368,0.591386185,-3.68E-05
0.794136142,0.598239094,-3.72E-05
0.788792138,0.60504697,-3.75E-05
0.783388734,0.611809283,-3.79E-05
0.777926312,0.618525505,-3.83E-05
0.772405262,0.62519511,-3.87E-05
0.766825974,0.631817579,-3.90E-05
0.761188848,0.638392391,-3.94E-05
0.755494285,0.644919033,-3.98E-05
0.749742692,0.651396992,-4.01E-05
0.743934481,0.65782576,-4.05E-05
0.738070069,0.664204831,-4.09E-05
0.732149877,0.670533705,-4.12E-05
0.72617433,0.676811882,-4.16E-05
0.720143859,0.68303887,-4.19E-05
0.714058899,0.689214176,-4.22E-05
0.70791989,0.695337313,-4.26E-05
0.701727276,0.701407797,-4.29E-05
0.695481505,0.707425149,-4.33E-05
0.68918303,0.713388893,-4.36E-05
0.68283231,0.719298556,-4.39E-05
0.676429806,0.725153669,-4.42E-05
0.669975984,0.730953768,-4.46E-05
0.663471315,0.736698392,-4.49E-05
0.656916274,0.742387085,-4.52E-05
0.650311341,0.748019395,-4.55E-05
0.643656999,0.753594871,-4.58E-05
0.636953735,0.75911307,-4.61E-05
0.630202043,0.764573552,-4.64E-05
0.623402417,0.769975881,-4.67E-05
0.616555358,0.775319624,-4.70E-05
0.609661371,0.780604355,-4.73E-05
0.602720963,0.785829649,-4.76E-05
0.595734648,0.790995089,-4.78E-05
0.58870294,0.796100259,-4.81E-05
0.581626362,0.80114475,-4.84E-05
0.574505437,0.806128157,-4.87E-05
0.567340692,0.811050077,-4.89E-05
0.56013266,0.815910116,-4.92E-05
0.552881876,0.82070788,-4.95E-05
0.545588879,0.825442984,-4.97E-05
0.538254213,0.830115044,-5.00E-05
0.530878424,0.834723683,-5.02E-05
0.523462063,0.839268528,-5.05E-05
0.516005683,0.84374921,-5.07E-05
0.508509841,0.848165368,-5.09E-05
0.500975099,0.852516641,-5.12E-05
0.493402021,0.856802677,-5.14E-05
0.485791174,0.861023127,-5.16E-05
0.47814313,0.865177648,-5.18E-05
0.470458462,0.869265901,-5.21E-05
0.462737749,0.873287552,-5.23E-05
0.454981571,0.877242274,-5.25E-05
0.447190512,0.881129742,-5.27E-05
0.43936516,0.88494964,-5.29E-05
0.431506104,0.888701653,-5.31E-05
0.423613938,0.892385475,-5.33E-05
0.415689258,0.896000802,-5.35E-05
0.407732663,0.899547338,-5.36E-05
0.399744755,0.903024792,-5.38E-05
0.391726139,0.906432876,-5.40E-05
0.383677423,0.909771309,-5.42E-05
0.375599217,0.913039816,-5.43E-05
0.367492134,0.916238127,-5.45E-05
0.35935679,0.919365977,-5.47E-05
0.351193803,0.922423106,-5.48E-05
0.343003794,0.925409261,-5.50E-05
0.334787387,0.928324195,-5.51E-05
0.326545207,0.931167663,-5.53E-05
0.318277882,0.93393943,-5.54E-05
0.309986043,0.936639264,-5.55E-05
0.301670323,0.93926694,-5.57E-05
0.293331357,0.941822237,-5.58E-05
0.284969781,0.944304941,-5.59E-05
0.276586236,0.946714843,-5.60E-05
0.268181363,0.949051742,-5.61E-05
0.259755804,0.95131544,-5.62E-05
0.251310206,0.953505745,-5.63E-05
0.242845215,0.955622473,-5.64E-05
0.234361481,0.957665444,-5.65E-05
0.225859655,0.959634485,-5.66E-05
0.217340388,0.961529427,-5.67E-05
0.208804337,0.963350109,-5.68E-05
0.200252155,0.965096374,-5.69E-05
0.191684502,0.966768074,-5.70E-05
0.183102036,0.968365064,-5.70E-05
0.174505417,0.969887206,-5.71E-05
0.165895308,0.971334368,-5.71E-05
0.157272371,0.972706424,-5.72E-05
0.148637271,0.974003254,-5.73E-05
0.139990674,0.975224744,-5.73E-05
0.131333247,0.976370787,-5.73E-05
0.122665657,0.97744128,-5.74E-05
0.113988574,0.978436128,-5.74E-05
0.105302668,0.979355241,-5.74E-05
0.09660861,0.980198536,-5.75E-05
0.087907072,0.980965936,-5.75E-05
0.079198726,0.981657368,-5.75E-05
0.070484246,0.982272769,-5.75E-05
0.061764306,0.982812079,-5.75E-05
0.05303958,0.983275245,-5.75E-05
0.044310745,0.983662221,-5.75E-05
0.035578476,0.983972966,-5.75E-05
0.026843449,0.984207447,-5.75E-05
0.018106342,0.984365634,-5.75E-05
0.00936783,0.984447507,-5.75E-05
0.000628593,0.984453049,-5.74E-05
-0.008110694,0.984382251,-5.74E-05
-0.016849351,0.984235109,-5.74E-05
-0.025586701,0.984011628,-5.73E-05
-0.034322067,0.983711815,-5.73E-05
-0.04305477,0.983335687,-5.73E-05
-0.051784133,0.982883265,-5.72E-05
-0.060509477,0.982354576,-5.71E-05
-0.069230126,0.981749655,-5.71E-05
-0.077945401,0.981068542,-5.70E-05
-0.086654628,0.980311283,-5.70E-05
-0.095357127,0.979477932,-5.69E-05
-0.104052225,0.978568547,-5.68E-05
-0.112739245,0.977583192,-5.67E-05
-0.121417512,0.976521941,-5.66E-05
-0.130086351,0.975384869,-5.65E-05
-0.13874509,0.97417206,-5.64E-05
-0.147393055,0.972883605,-5.63E-05
-0.156029574,0.9715196,-5.62E-05
-0.164653976,0.970080146,-5.61E-05
-0.17326559,0.968565353,-5.60E-05
-0.181863747,0.966975334,-5.59E-05
-0.190447779,0.965310211,-5.58E-05
-0.199017018,0.963570109,-5.57E-05
-0.207570799,0.961755163,-5.55E-05
