x,y,z
0.222788085,-0.992923188,5.73E-05
0.231031092,-0.991043827,5.72E-05
0.23925788,-0.989094886,5.70E-05
0.247467869,-0.987076504,5.69E-05
0.255660485,-0.984988822,5.67E-05
0.263835151,-0.982831987,5.66E-05
0.271991295,-0.980606152,5.64E-05
0.280128344,-0.978311473,5.63E-05
0.288245725,-0.975948109,5.61E-05
0.29634287,-0.973516228,5.60E-05
0.304419209,-0.971015998,5.58E-05
0.312474176,-0.968447595,5.56E-05
0.320507204,-0.965811197,5.54E-05
0.328517728,-0.963106988,5.53E-05
0.336505186,-0.960335157,5.51E-05
0.344469017,-0.957495896,5.49E-05
0.35240866,-0.954589402,5.47E-05
0.360323556,-0.951615877,5.45E-05
0.36821315,-0.948575527,5.43E-05
0.376076886,-0.945468563,5.41E-05
0.383914211,-0.942295199,5.39E-05
0.391724573,-0.939055657,5.37E-05
0.399507421,-0.935750158,5.35E-05
0.407262208,-0.932378933,5.32E-05
0.414988387,-0.928942214,5.30E-05
0.422685414,-0.925440237,5.28E-05
0.430352745,-0.921873245,5.26E-05
0.437989841,-0.918241484,5.23E-05
0.445596162,-0.914545205,5.21E-05
0.453171172,-0.91078466,5.19E-05
0.460714335,-0.906960111,5.16E-05
0.468225118,-0.90307182,5.14E-05
0.475702992,-0.899120055,5.11E-05
0.483147426,-0.895105087,5.09E-05
0.490557896,-0.891027194,5.06E-05
0.497933876,-0.886886656,5.03E-05
0.505274844,-0.882683756,5.01E-05
0.51258028,-0.878418785,4.98E-05
0.519849667,-0.874092035,4.95E-05
0.527082489,-0.869703805,4.92E-05
0.534278234,-0.865254394,4.90E-05
0.54143639,-0.86074411,4.87E-05
0.548556449,-0.856173262,4.84E-05
0.555637906,-0.851542164,4.81E-05
0.562680257,-0.846851134,4.78E-05
0.569683,-0.842100495,4.75E-05
0.576645639,-0.837290572,4.72E-05
0.583567676,-0.832421696,4.69E-05
0.59044862,-0.827494202,4.66E-05
0.597287978,-0.822508428,4.63E-05
0.604085263,-0.817464716,4.60E-05
0.61083999,-0.812363414,4.57E-05
0.617551675,-0.80720487,4.53E-05
0.62421984,-0.801989441,4.50E-05
0.630844008,-0.796717483,4.47E-05
0.637423703,-0.79138936,4.44E-05
0.643958454,-0.786005437,4.40E-05
0.650447793,-0.780566085,4.37E-05
0.656891254,-0.775071677,4.34E-05
0.663288374,-0.769522591,4.30E-05
0.669638694,-0.763919209,4.27E-05
0.675941756,-0.758261916,4.23E-05
0.682197107,-0.752551101,4.20E-05
0.688404296,-0.746787157,4.16E-05
0.694562874,-0.740970481,4.13E-05
0.700672399,-0.735101473,4.09E-05
0.706732427,-0.729180536,4.05E-05
0.712742521,-0.723208079,4.02E-05
0.718702246,-0.717184514,3.98E-05
0.72461117,-0.711110254,3.94E-05
0.730468863,-0.704985718,3.91E-05
0.736274901,-0.69881133,3.87E-05
0.742028862,-0.692587513,3.83E-05
0.747730326,-0.686314699,3.79E-05
0.753378879,-0.679993319,3.75E-05
0.758974109,-0.673623809,3.71E-05
0.764515606,-0.66720661,3.68E-05
0.770002967,-0.660742165,3.64E-05
0.775435789,-0.654230919,3.60E-05
0.780813673,-0.647673324,3.56E-05
0.786136227,-0.641069832,3.52E-05
0.791403058,-0.634420901,3.48E-05
0.79661378,-0.627726989,3.44E-05
0.801768008,-0.620988561,3.40E-05
0.806865362,-0.614206083,3.35E-05
0.811905467,-0.607380025,3.31E-05
0.816887948,-0.60051086,3.27E-05
0.821812438,-0.593599064,3.23E-05
0.826678571,-0.586645116,3.19E-05
0.831485985,-0.5796495,3.15E-05
0.836234323,-0.5726127,3.10E-05
0.840923232,-0.565535205,3.06E-05
0.845552361,-0.558417507,3.02E-05
0.850121363,-0.551260101,2.97E-05
0.854629898,-0.544063485,2.93E-05
0.859077627,-0.536828159,2.89E-05
0.863464216,-0.529554627,2.84E-05
0.867789334,-0.522243396,2.80E-05
0.872052655,-0.514894976,2.76E-05
0.876253858,-0.507509877,2.71E-05
0.880392623,-0.500088617,2.67E-05
0.884468639,-0.492631712,2.62E-05
0.888481593,-0.485139684,2.58E-05
0.892431182,-0.477613056,2.53E-05
0.896317103,-0.470052354,2.49E-05
0.900139058,-0.462458108,2.44E-05
0.903896756,-0.454830848,2.40E-05
0.907589907,-0.447171108,2.35E-05
0.911218227,-0.439479426,2.30E-05
0.914781436,-0.431756341,2.26E-05
0.918279257,-0.424002395,2.21E-05
0.921711418,-0.416218131,2.17E-05
0.925077654,-0.408404097,2.12E-05
0.928377701,-0.400560842,2.07E-05
0.9316113,-0.392688918,2.03E-05
0.934778198,-0.384788877,1.98E-05
0.937878146,-0.376861278,1.93E-05
0.940910897,-0.368906677,1.88E-05
0.943876212,-0.360925637,1.84E-05
0.946773855,-0.352918719,1.79E-05
0.949603595,-0.34488649,1.74E-05
0.952365204,-0.336829517,1.69E-05
0.95505846,-0.328748368,1.65E-05
0.957683146,-0.320643617,1.60E-05
0.960239048,-0.312515836,1.55E-05
0.962725959,-0.304365601,1.50E-05
0.965143674,-0.29619349,1.45E-05
0.967491995,-0.288000083,1.41E-05
0.969770727,-0.279785961,1.36E-05
0.971979681,-0.271551707,1.31E-05
0.974118673,-0.263297907,1.26E-05
0.976187521,-0.255025148,1.21E-05
0.978186052,-0.246734019,1.16E-05
0.980114094,-0.238425109,1.11E-05
0.981971482,-0.230099013,1.06E-05
0.983758055,-0.221756323,1.01E-05
0.985473658,-0.213397634,9.65E-06
0.98711814,-0.205023545,9.15E-06
0.988691354,-0.196634654,8.66E-06
0.99019316,-0.188231561,8.16E-06
0.991623421,-0.179814868,7.67E-06
0.992982006,-0.171385177,7.17E-06
0.994268789,-0.162943093,6.68E-06
0.995483649,-0.154489223,6.18E-06
0.99662647,-0.146024173,5.68E-06
0.99769714,-0.137548551,5.19E-06
0.998695552,-0.129062967,4.69E-06
0.999621607,-0.120568033,4.19E-06
1.000475208,-0.11206436,3.69E-06
1.001256264,-0.103552561,3.19E-06
1.001964689,-0.09503325,2.69E-06
1.002600403,-0.086507042,2.19E-06
1.00316333,-0.077974555,1.69E-06
1.003653398,-0.069436404,1.20E-06
1.004070544,-0.060893208,6.95E-07
1.004414707,-0.052345586,1.96E-07
1.004685832,-0.043794158,-3.04E-07
1.004883869,-0.035239544,-8.04E-07
1.005008773,-0.026682365,-1.30E-06
1.005060506,-0.018123243,-1.80E-06
1.005039033,-0.009562802,-2.30E-06
1.004944325,-0.001001663,-2.80E-06
1.004776359,0.007559548,-3.30E-06
1.004535115,0.016120208,-3.80E-06
1.004220582,0.024679692,-4.30E-06
1.003832751,0.033237375,-4.80E-06
1.00337162,0.041792631,-5.29E-06
1.002837191,0.050344833,-5.79E-06
1.002229473,0.058893357,-6.29E-06
1.001548479,0.067437574,-6.78E-06
1.000794227,0.075976859,-7.28E-06
0.999966742,0.084510584,-7.78E-06
0.999066052,0.093038122,-8.27E-06
0.998092194,0.101558847,-8.77E-06
0.997045206,0.11007213,-9.26E-06
0.995925135,0.118577345,-9.75E-06
0.99473203,0.127073865,-1.02E-05
0.993465949,0.135561062,-1.07E-05
0.992126953,0.14403831,-1.12E-05
0.990715108,0.152504981,-1.17E-05
0.989230487,0.16096045,-1.22E-05
0.987673168,0.169404089,-1.27E-05
0.986043233,0.177835274,-1.32E-05
0.984340772,0.186253379,-1.37E-05
0.982565878,0.194657778,-1.42E-05
0.98071865,0.203047847,-1.46E-05
0.978799194,0.211422961,-1.51E-05
0.976807618,0.219782498,-1.56E-05
0.97474404,0.228125834,-1.61E-05
0.972608578,0.236452347,-1.66E-05
0.970401361,0.244761415,-1.70E-05
0.96812252,0.253052417,-1.75E-05
0.965772191,0.261324734,-1.80E-05
0.963350518,0.269577746,-1.85E-05
0.960857647,0.277810835,-1.89E-05
0.958293734,0.286023383,-1.94E-05
0.955658936,0.294214774,-1.99E-05
0.952953417,0.302384392,-2.04E-05
0.950177347,0.310531624,-2.08E-05
0.947330901,0.318655856,-2.13E-05
0.94441426,0.326756476,-2.18E-05
0.941427609,0.334832874,-2.22E-05
0.938371138,0.342884439,-2.27E-05
0.935245045,0.350910564,-2.31E-05
0.932049532,0.358910642,-2.36E-05
0.928784805,0.366884067,-2.40E-05
0.925451078,0.374830236,-2.45E-05
0.922048567,0.382748547,-2.50E-05
0.918577497,0.390638397,-2.54E-05
0.915038095,0.398499189,-2.59E-05
0.911430596,0.406330325,-2.63E-05
0.90775524,0.414131208,-2.67E-05
0.90401227,0.421901245,-2.72E-05
0.900201936,0.429639843,-2.76E-05
0.896324493,0.437346413,-2.81E-05
0.892380203,0.445020365,-2.85E-05
0.88836933,0.452661113,-2.89E-05
0.884292145,0.460268073,-2.94E-05
0.880148925,0.467840662,-2.98E-05
0.875939951,0.475378299,-3.02E-05
0.871665509,0.482880407,-3.07E-05
0.867325892,0.490346409,-3.11E-05
0.862921396,0.497775731,-3.15E-05
0.858452324,0.505167803,-3.19E-05
0.853918983,0.512522055,-3.23E-05
0.849321685,0.51983792,-3.27E-05
0.844660748,0.527114834,-3.32E-05
0.839936494,0.534352235,-3.36E-05
0.835149252,0.541549564,-3.40E-05
0.830299355,0.548706264,-3.44E-05
0.82538714,0.555821781,-3.48E-05
0.82041295,0.562895564,-3.52E-05
0.815377133,0.569927064,-3.56E-05
0.810280043,0.576915735,-3.60E-05
0.805122037,0.583861035,-3.64E-05
0.799903478,0.590762423,-3.67E-05
0.794624734,0.597619362,-3.71E-05
0.789286179,0.604431318,-3.75E-05
0.783888189,0.611197759,-3.79E-05
0.778431147,0.617918157,-3.83E-05
0.772915441,0.624591988,-3.86E-05
0.767341464,0.631218729,-3.90E-05
0.761709611,0.637797863,-3.94E-05
0.756020285,0.644328872,-3.97E-05
0.750273893,0.650811246,-4.01E-05
0.744470846,0.657244476,-4.05E-05
0.73861156,0.663628056,-4.08E-05
0.732696455,0.669961484,-4.12E-05
0.726725957,0.676244262,-4.15E-05
0.720700497,0.682475895,-4.19E-05
0.714620508,0.688655892,-4.22E-05
0.70848643,0.694783765,-4.26E-05
0.702298707,0.70085903,-4.29E-05
0.696057787,0.706881207,-4.32E-05
0.689764122,0.712849819,-4.36E-05
0.683418169,0.718764394,-4.39E-05
0.677020391,0.724624463,-4.42E-05
0.670571253,0.73042956,-4.45E-05
0.664071225,0.736179225,-4.48E-05
0.657520782,0.741873001,-4.52E-05
0.650920403,0.747510435,-4.55E-05
0.644270571,0.753091077,-4.58E-05
0.637571774,0.758614483,-4.61E-05
0.630824503,0.764080213,-4.64E-05
0.624029254,0.76948783,-4.67E-05
0.617186526,0.774836901,-4.70E-05
0.610296824,0.780126998,-4.73E-05
0.603360655,0.785357699,-4.75E-05
0.596378532,0.790528584,-4.78E-05
0.58935097,0.795639238,-4.81E-05
0.582278489,0.80068925,-4.84E-05
0.575161614,0.805678215,-4.86E-05
0.568000871,0.810605731,-4.89E-05
0.560796793,0.815471402,-4.92E-05
0.553549914,0.820274835,-4.94E-05
0.546260773,0.825015643,-4.97E-05
0.538929913,0.829693443,-4.99E-05
0.53155788,0.834307857,-5.02E-05
0.524145225,0.838858511,-5.04E-05
0.516692501,0.843345037,-5.07E-05
0.509200264,0.847767071,-5.09E-05
0.501669075,0.852124254,-5.11E-05
0.494099499,0.856416233,-5.14E-05
0.486492102,0.860642658,-5.16E-05
0.478847456,0.864803186,-5.18E-05
0.471166134,0.868897477,-5.20E-05
0.463448714,0.872925197,-5.23E-05
0.455695775,0.876886018,-5.25E-05
0.447907903,0.880779616,-5.27E-05
0.440085683,0.884605673,-5.29E-05
0.432229706,0.888363874,-5.31E-05
0.424340564,0.892053912,-5.33E-05
0.416418854,0.895675484,-5.34E-05
0.408465174,0.899228292,-5.36E-05
0.400480126,0.902712045,-5.38E-05
0.392464314,0.906126454,-5.40E-05
0.384418347,0.909471239,-5.42E-05
0.376342834,0.912746123,-5.43E-05
0.368238388,0.915950837,-5.45E-05
0.360105624,0.919085113,-5.47E-05
0.351945161,0.922148693,-5.48E-05
0.343757619,0.925141323,-5.50E-05
0.335543621,0.928062754,-5.51E-05
0.327303794,0.930912742,-5.52E-05
0.319038764,0.933691051,-5.54E-05
0.310749162,0.936397449,-5.55E-05
0.302435621,0.939031708,-5.56E-05
0.294098776,0.94159361,-5.58E-05
0.285739263,0.944082938,-5.59E-05
0.277357721,0.946499485,-5.60E-05
0.268954792,0.948843047,-5.61E-05
0.26053112,0.951113425,-5.62E-05
0.252087348,0.95331043,-5.63E-05
0.243624124,0.955433874,-5.64E-05
0.235142098,0.957483577,-5.65E-05
0.226641919,0.959459366,-5.66E-05
0.218124241,0.961361073,-5.67E-05
0.209589717,0.963188534,-5.68E-05
0.201039004,0.964941594,-5.69E-05
0.192472758,0.966620101,-5.69E-05
0.183891638,0.968223912,-5.70E-05
0.175296305,0.969752888,-5.71E-05
0.166687421,0.971206896,-5.71E-05
0.158065648,0.97258581,-5.72E-05
0.149431652,0.973889509,-5.72E-05
0.140786097,0.975117879,-5.73E-05
0.13212965,0.976270811,-5.73E-05
0.12346298,0.977348203,-5.74E-05
0.114786755,0.978349959,-5.74E-05
0.106101646,0.979275989,-5.74E-05
0.097408322,0.980126208,-5.75E-05
0.088707457,0.980900538,-5.75E-05
0.079999722,0.981598909,-5.75E-05
0.071285791,0.982221253,-5.75E-05
0.062566337,0.982767512,-5.75E-05
0.053842037,0.983237632,-5.75E-05
0.045113565,0.983631566,-5.75E-05
0.036381597,0.983949274,-5.75E-05
0.027646809,0.984190719,-5.75E-05
0.018909877,0.984355875,-5.75E-05
0.01017148,0.984444717,-5.75E-05
0.001432294,0.98445723,-5.74E-05
-0.007307003,0.984393404,-5.74E-05
-0.016045733,0.984253235,-5.74E-05
-0.024783218,0.984036726,-5.73E-05
-0.033518782,0.983743885,-5.73E-05
-0.042251745,0.983374726,-5.73E-05
-0.050981429,0.982929271,-5.72E-05
-0.059707158,0.982407547,-5.71E-05
-0.068428254,0.981809588,-5.71E-05
-0.077144039,0.981135433,-5.70E-05
-0.085853837,0.980385128,-5.70E-05
-0.09455697,0.979558726,-5.69E-05
-0.103252764,0.978656283,-5.68E-05
-0.111940541,0.977677866,-5.67E-05
-0.120619628,0.976623545,-5.66E-05
-0.12928935,0.975493396,-5.65E-05
-0.137949033,0.974287503,-5.65E-05
-0.146598004,0.973005955,-5.64E-05
-0.155235591,0.971648847,-5.63E-05
-0.163861122,0.970216282,-5.61E-05
-0.172473927,0.968708367,-5.60E-05
-0.181073337,0.967125215,-5.59E-05
-0.189658683,0.965466948,-5.58E-05
-0.198229298,0.963733691,-5.57E-05
-0.206784516,0.961925576,-5.55E-05
-0.215323671,0.960042743,-5.54E-05
-0.2238461,0.958085336,-5.53E-05
-0.232351141,0.956053505,-5.51E-05
-0.240838133,0.953947407,-5.50E-05
-0.249306417,0.951767206,-5.48E-05
-0.257755333,0.949513069,-5.47E-05
-0.266184227,0.947185172,-5.45E-05
-0.274592443,0.944783697,-5.43E-05
-0.282979329,0.942308829,-5.42E-05
-0.291344232,0.939760761,-5.40E-05
-0.299686504,0.937139693,-5.38E-05
-0.308005496,0.93444583,-5.36E-05
-0.316300564,0.931679382,-5.35E-05
-0.324571063,0.928840566,-5.33E-05
-0.332816352,0.925929604,-5.31E-05
-0.34103579,0.922946726,-5.29E-05
-0.349228742,0.919892164,-5.27E-05
-0.357394571,0.91676616,-5.25E-05
-0.365532645,0.91356896,-5.23E-05
-0.373642332,0.910300814,-5.20E-05
-0.381723005,0.906961982,-5.18E-05
-0.389774038,0.903552725,-5.16E-05
-0.397794808,0.900073313,-5.14E-05
-0.405784693,0.89652402,-5.12E-05
-0.413743076,0.892905127,-5.09E-05
-0.42166934,0.88921692,-5.07E-05
-0.429562874,0.88545969,-5.04E-05
-0.437423067,0.881633734,-5.02E-05
-0.445249312,0.877739355,-4.99E-05
-0.453041004,0.873776862,-4.97E-05
-0.460797543,0.869746567,-4.94E-05
-0.468518329,0.86564879,-4.92E-05
-0.476202767,0.861483855,-4.89E-05
-0.483850265,0.857252093,-4.86E-05
-0.491460233,0.852953839,-4.84E-05
-0.499032086,0.848589434,-4.81E-05
-0.50656524,0.844159223,-4.78E-05
-0.514059116,0.839663558,-4.75E-05
-0.521513139,0.835102795,-4.72E-05
-0.528926734,0.830477296,-4.70E-05
-0.536299333,0.825787427,-4.67E-05
-0.543630369,0.821033562,-4.64E-05
-0.550919281,0.816216077,-4.61E-05
-0.558165509,0.811335353,-4.58E-05
-0.565368499,0.806391779,-4.54E-05
-0.572527698,0.801385747,-4.51E-05
-0.579642559,0.796317653,-4.48E-05
-0.586712539,0.791187899,-4.45E-05
-0.593737095,0.785996894,-4.42E-05
-0.600715694,0.780745047,-4.38E-05
-0.607647801,0.775432777,-4.35E-05
-0.614532888,0.770060503,-4.32E-05
-0.621370431,0.764628653,-4.28E-05
-0.62815991,0.759137657,-4.25E-05
-0.634900807,0.753587949,-4.22E-05
-0.641592611,0.747979971,-4.18E-05
-0.648234814,0.742314167,-4.15E-05
-0.65482691,0.736590985,-4.11E-05
-0.661368402,0.730810879,-4.08E-05
-0.667858793,0.724974307,-4.04E-05
-0.674297592,0.719081731,-4.00E-05
-0.680684313,0.713133618,-3.97E-05
-0.687018473,0.707130438,-3.93E-05
-0.693299594,0.701072667,-3.89E-05
-0.699527203,0.694960784,-3.86E-05
-0.705700831,0.688795273,-3.82E-05
-0.711820014,0.68257662,-3.78E-05
-0.717884292,0.676305318,-3.74E-05
-0.72389321,0.669981862,-3.70E-05
-0.729846317,0.663606752,-3.66E-05
-0.735743168,0.657180492,-3.63E-05
-0.741583322,0.650703588,-3.59E-05
-0.747366342,0.644176553,-3.55E-05
-0.753091797,0.6375999,-3.51E-05
-0.75875926,0.630974149,-3.47E-05
-0.76436831,0.624299823,-3.43E-05
-0.76991853,0.617577447,-3.38E-05
-0.775409507,0.61080755,-3.34E-05
-0.780840836,0.603990667,-3.30E-05
-0.786212113,0.597127333,-3.26E-05
-0.791522943,0.59021809,-3.22E-05
-0.796772933,0.583263479,-3.18E-05
-0.801961695,0.576264049,-3.13E-05
-0.80708885,0.569220349,-3.09E-05
-0.812154019,0.562132932,-3.05E-05
-0.817156832,0.555002355,-3.01E-05
-0.822096923,0.547829178,-2.96E-05
-0.826973929,0.540613963,-2.92E-05
-0.831787496,0.533357275,-2.88E-05
-0.836537274,0.526059685,-2.83E-05
-0.841222915,0.518721763,-2.79E-05
-0.845844082,0.511344084,-2.74E-05
-0.850400439,0.503927224,-2.70E-05
-0.854891656,0.496471765,-2.65E-05
-0.859317411,0.488978289,-2.61E-05
-0.863677385,0.481447381,-2.56E-05
-0.867971263,0.47387963,-2.52E-05
-0.87219874,0.466275625,-2.47E-05
-0.876359513,0.45863596,-2.43E-05
-0.880453284,0.450961231,-2.38E-05
-0.884479763,0.443252036,-2.33E-05
-0.888438664,0.435508974,-2.29E-05
-0.892329708,0.427732648,-2.24E-05
-0.896152618,0.419923664,-2.20E-05
-0.899907127,0.412082627,-2.15E-05
-0.903592971,0.404210147,-2.10E-05
-0.907209891,0.396306836,-2.05E-05
-0.910757636,0.388373306,-2.01E-05
-0.914235959,0.380410172,-1.96E-05
-0.917644618,0.372418052,-1.91E-05
-0.92098338,0.364397564,-1.86E-05
-0.924252012,0.356349329,-1.82E-05
-0.927450293,0.348273969,-1.77E-05
-0.930578003,0.340172109,-1.72E-05
-0.933634929,0.332044373,-1.67E-05
-0.936620865,0.323891391,-1.62E-05
-0.939535609,0.315713789,-1.57E-05
-0.942378965,0.307512199,-1.53E-05
-0.945150745,0.299287253,-1.48E-05
-0.947850762,0.291039583,-1.43E-05
-0.950478841,0.282769823,-1.38E-05
-0.953034806,0.27447861,-1.33E-05
-0.955518493,0.26616658,-1.28E-05
-0.957929739,0.257834371,-1.23E-05
-0.960268389,0.249482623,-1.18E-05
-0.962534293,0.241111975,-1.13E-05
-0.964727309,0.232723068,-1.08E-05
-0.966847296,0.224316545,-1.03E-05
-0.968894125,0.215893048,-9.84E-06
-0.970867666,0.207453221,-9.34E-06
-0.972767801,0.198997709,-8.84E-06
-0.974594414,0.190527156,-8.34E-06
-0.976347396,0.182042209,-7.84E-06
-0.978026643,0.173543514,-7.34E-06
-0.979632058,0.165031718,-6.84E-06
-0.981163548,0.156507469,-6.34E-06
-0.982621029,0.147971414,-5.84E-06
-0.984004419,0.139424202,-5.33E-06
-0.985313644,0.130866481,-4.83E-06
-0.986548635,0.122298901,-4.33E-06
-0.98770933,0.11372211,-3.82E-06
-0.98879567,0.105136759,-3.32E-06
-0.989807605,0.096543496,-2.82E-06
-0.990745088,0.087942971,-2.31E-06
-0.99160808,0.079335835,-1.81E-06
-0.992396546,0.070722735,-1.30E-06
-0.993110459,0.062104323,-7.97E-07
-0.993749794,0.053481247,-2.92E-07
-0.994314535,0.044854156,2.13E-07
-0.994804671,0.0362237,7.18E-07
-0.995220196,0.027590527,1.22E-06
-0.995561109,0.018955285,1.73E-06
-0.995827418,0.010318624,2.23E-06
-0.996019132,0.001681189,2.74E-06
-0.996136269,-0.006956372,3.24E-06
-0.996178852,-0.015593412,3.74E-06
-0.996146908,-0.024229285,4.25E-06
-0.996040473,-0.032863347,4.75E-06
-0.995859585,-0.041494952,5.26E-06
-0.99560429,-0.050123457,5.76E-06
-0.995274638,-0.058748218,6.26E-06
-0.994870685,-0.067368593,6.76E-06
-0.994392495,-0.075983942,7.26E-06
-0.993840133,-0.084593623,7.76E-06
-0.993213673,-0.093196996,8.26E-06
-0.992513194,-0.101793425,8.76E-06
-0.99173878,-0.11038227,9.26E-06
-0.990890519,-0.118962896,9.76E-06
-0.989968507,-0.127534668,1.03E-05
-0.988972844,-0.136096951,1.08E-05
-0.987903637,-0.144649114,1.13E-05
-0.986760996,-0.153190525,1.17E-05
-0.985545038,-0.161720553,1.22E-05
-0.984255886,-0.170238571,1.27E-05
-0.982893666,-0.178743951,1.32E-05
-0.981458511,-0.187236067,1.37E-05
-0.97995056,-0.195714296,1.42E-05
-0.978369956,-0.204178015,1.47E-05
-0.976716847,-0.212626602,1.52E-05
-0.974991387,-0.221059439,1.57E-05
-0.973193737,-0.229475908,1.62E-05
-0.971324059,-0.237875394,1.66E-05
-0.969382524,-0.246257281,1.71E-05
-0.967369307,-0.254620959,1.76E-05
-0.965284588,-0.262965817,1.81E-05
-0.963128551,-0.271291246,1.86E-05
-0.960901387,-0.279596641,1.90E-05
-0.958603291,-0.287881396,1.95E-05
-0.956234463,-0.29614491,2.00E-05
-0.95379511,-0.304386581,2.05E-05
-0.951285441,-0.312605813,2.09E-05
-0.948705672,-0.320802009,2.14E-05
-0.946056024,-0.328974575,2.19E-05
-0.943336721,-0.337122921,2.24E-05
-0.940547994,-0.345246456,2.28E-05
-0.937690079,-0.353344593,2.33E-05
-0.934763214,-0.36141675,2.37E-05
-0.931767646,-0.369462342,2.42E-05
-0.928703624,-0.377480792,2.47E-05
-0.925571402,-0.385471521,2.51E-05
-0.92237124,-0.393433955,2.56E-05
-0.919103401,-0.401367522,2.60E-05
-0.915768155,-0.409271652,2.65E-05
-0.912365774,-0.417145779,2.69E-05
-0.908896538,-0.424989339,2.74E-05
-0.905360728,-0.432801769,2.78E-05
-0.901758632,-0.440582512,2.83E-05
-0.898090541,-0.448331011,2.87E-05
-0.894356753,-0.456046714,2.92E-05
-0.890557568,-0.46372907,2.96E-05
-0.886693291,-0.471377531,3.00E-05
-0.882764233,-0.478991554,3.05E-05
-0.878770707,-0.486570596,3.09E-05
-0.874713032,-0.494114119,3.13E-05
-0.870591532,-0.501621588,3.17E-05
-0.866406533,-0.509092471,3.22E-05
-0.862158368,-0.516526237,3.26E-05
-0.857847371,-0.52392236,3.30E-05
-0.853473885,-0.531280319,3.34E-05
-0.849038252,-0.538599591,3.38E-05
-0.844540821,-0.545879662,3.43E-05
-0.839981946,-0.553120017,3.47E-05
-0.835361982,-0.560320146,3.51E-05
-0.830681292,-0.567479542,3.55E-05
-0.825940239,-0.574597702,3.59E-05
-0.821139193,-0.581674125,3.63E-05
-0.816278528,-0.588708315,3.67E-05
-0.811358618,-0.595699778,3.71E-05
-0.806379847,-0.602648024,3.75E-05
-0.801342598,-0.609552568,3.78E-05
-0.79624726,-0.616412925,3.82E-05
-0.791094226,-0.623228616,3.86E-05
-0.785883891,-0.629999166,3.90E-05
-0.780616656,-0.636724102,3.94E-05
-0.775292924,-0.643402955,3.97E-05
-0.769913103,-0.650035261,4.01E-05
-0.764477604,-0.656620558,4.05E-05
-0.758986842,-0.663158389,4.09E-05
-0.753441234,-0.669648299,4.12E-05
-0.747841203,-0.676089838,4.16E-05
-0.742187174,-0.682482561,4.19E-05
-0.736479576,-0.688826023,4.23E-05
-0.73071884,-0.695119786,4.26E-05
-0.724905404,-0.701363416,4.30E-05
-0.719039706,-0.707556481,4.33E-05
-0.713122187,-0.713698554,4.37E-05
-0.707153295,-0.719789211,4.40E-05
-0.701133478,-0.725828034,4.43E-05
-0.695063189,-0.731814606,4.47E-05
-0.688942882,-0.737748516,4.50E-05
-0.682773016,-0.743629357,4.53E-05
-0.676554054,-0.749456726,4.57E-05
-0.67028646,-0.755230222,4.60E-05
-0.663970702,-0.76094945,4.63E-05
-0.657607251,-0.766614019,4.66E-05
-0.651196581,-0.772223543,4.69E-05
-0.644739169,-0.777777637,4.72E-05
-0.638235495,-0.783275923,4.75E-05
-0.631686042,-0.788718026,4.78E-05
-0.625091294,-0.794103575,4.81E-05
-0.618451742,-0.799432205,4.84E-05
-0.611767875,-0.804703553,4.87E-05
-0.605040188,-0.80991726,4.90E-05
-0.598269177,-0.815072974,4.93E-05
-0.591455341,-0.820170345,4.95E-05
-0.584599184,-0.825209027,4.98E-05
-0.577701208,-0.83018868,5.01E-05
-0.570761922,-0.835108967,5.03E-05
-0.563781835,-0.839969556,5.06E-05
-0.556761459,-0.844770119,5.09E-05
-0.549701308,-0.849510333,5.11E-05
-0.5426019,-0.854189878,5.14E-05
-0.535463754,-0.85880844,5.16E-05
-0.528287392,-0.863365709,5.19E-05
-0.521073338,-0.867861378,5.21E-05
-0.513822117,-0.872295146,5.24E-05
-0.506534259,-0.876666716,5.26E-05
-0.499210295,-0.880975796,5.28E-05
-0.491850756,-0.885222097,5.30E-05
-0.484456179,-0.889405337,5.33E-05
-0.4770271,-0.893525234,5.35E-05
-0.469564058,-0.897581517,5.37E-05
-0.462067595,-0.901573913,5.39E-05
-0.454538253,-0.905502158,5.41E-05
-0.446976578,-0.909365991,5.43E-05
-0.439383117,-0.913165155,5.45E-05
-0.431758419,-0.916899398,5.47E-05
-0.424103034,-0.920568474,5.49E-05
-0.416417514,-0.92417214,5.51E-05
-0.408702414,-0.927710157,5.53E-05
-0.40095829,-0.931182293,5.55E-05
-0.3931857,-0.934588318,5.56E-05
-0.385385202,-0.937928008,5.58E-05
-0.377557358,-0.941201144,5.60E-05
-0.369702729,-0.944407511,5.62E-05
-0.361821881,-0.947546898,5.63E-05
-0.353915377,-0.9506191,5.65E-05
-0.345983787,-0.953623917,5.66E-05
-0.338027676,-0.956561152,5.68E-05
-0.330047616,-0.959430613,5.69E-05
-0.322044178,-0.962232114,5.71E-05
-0.314017933,-0.964965472,5.72E-05
-0.305969456,-0.967630511,5.73E-05
-0.297899321,-0.970227057,5.75E-05
-0.289808105,-0.972754943,5.76E-05
-0.281696384,-0.975214005,5.77E-05
-0.273564737,-0.977604085,5.78E-05
-0.265413744,-0.979925029,5.79E-05
-0.257243985,-0.982176689,5.80E-05
-0.249056042,-0.984358919,5.81E-05
-0.240850497,-0.986471581,5.82E-05
-0.232627934,-0.988514539,5.83E-05
-0.224388936,-0.990487664,5.84E-05
-0.21613409,-0.992390831,5.85E-05
-0.207863982,-0.994223918,5.86E-05
-0.199579198,-0.995986811,5.87E-05
