,t,x
251,2.5100000000000002,13.066325109463067
252,2.52,12.686602420861798
253,2.5300000000000002,12.286583874717975
254,2.54,11.866909415372723
255,2.5500000000000003,11.428250432435183
256,2.56,10.971308686702503
257,2.57,10.496815187492126
258,2.58,10.005529023182886
259,2.59,9.498236146835596
260,2.6,8.97574811883566
261,2.61,8.438900808569754
262,2.62,7.888553057212938
263,2.63,7.325585303766174
264,2.64,6.750898176541543
265,2.65,6.165411052349274
266,2.66,5.570060585690765
267,2.67,4.965799210311396
268,2.68,4.353593615509501
269,2.69,3.734423199639924
270,2.7,3.1092785032853567
271,2.71,2.479159624602932
272,2.72,1.8450746193802947
273,2.73,1.2080378883616036
274,2.74,0.5690685544225108
275,2.75,-0.07081116780881257
276,2.7600000000000002,-0.7105776072772471
277,2.77,-1.3492072741558145
278,2.7800000000000002,-1.9856784972112957
279,2.79,-2.6189730582600315
280,2.8000000000000003,-3.248077821100034
281,2.81,-3.871986352312563
282,2.82,-4.489700531341094
283,2.83,-5.100232147271204
284,2.84,-5.702604479757151
285,2.85,-6.295853861566254
286,2.86,-6.879031220240686
287,2.87,-7.451203596411151
288,2.88,-8.01145563633266
289,2.89,-8.558891056255444
290,2.9,-9.092634076287577
291,2.91,-9.61183082145616
292,2.92,-10.115650687724939
293,2.93,-10.603287670783772
294,2.94,-11.07396165548339
295,2.95,-11.52691966385342
296,2.96,-11.96143705970631
297,2.97,-12.376818707900837
298,2.98,-12.77240008640988
299,2.99,-13.147548349414052
300,3.0,-13.501663339719874
301,3.0100000000000002,-13.83417854888339
302,3.02,-14.144562023502706
303,3.0300000000000002,-14.432317216230064
304,3.04,-14.696983780141581
305,3.0500000000000003,-14.938138305194206
306,3.06,-15.155394995591392
307,3.0700000000000003,-15.348406286974143
308,3.08,-15.516863402449777
309,3.09,-15.66049684656914
310,3.1,-15.779076836461819
311,3.11,-15.872413669439684
312,3.12,-15.94035802648078
313,3.13,-15.982801211107853
314,3.14,-15.999675323279572
315,3.15,-15.990953368016076
316,3.16,-15.956649298585203
317,3.17,-15.896817994180232
318,3.18,-15.811555172124876
319,3.19,-15.700997234746001
320,3.2,-15.565321051158966
321,3.21,-15.404743674314812
322,3.22,-15.219521993761798
323,3.23,-15.009952324676973
324,3.24,-14.776369933825043
325,3.25,-14.519148503203139
326,3.2600000000000002,-14.238699532229255
327,3.27,-13.93547167943105
328,3.2800000000000002,-13.609950044687816
329,3.29,-13.262655393174258
330,3.3000000000000003,-12.894143322247196
331,3.31,-12.505003372608426
332,3.3200000000000003,-12.095858085165244
333,3.33,-11.667362005097921
334,3.34,-11.220200634726924
335,3.35,-10.75508933685549
336,3.36,-10.272772190341799
337,3.37,-9.774020799731398
338,3.38,-9.25963306085468
339,3.39,-8.73043188436361
340,3.4,-8.187263879250384
341,3.41,-7.630997998453479
342,3.42,-7.062524148718491
343,3.43,-6.4827517669369925
344,3.44,-5.892608365241708
345,3.45,-5.293038047184751
346,3.46,-4.684999997373555
347,3.47,-4.0694669469798965
348,3.48,-3.4474236175777464
349,3.49,-2.819865145798593
350,3.5,-2.1877954913253377
351,3.5100000000000002,-1.5522258307707468
352,3.52,-0.9141729400108015
353,3.5300000000000002,-0.2746575675599701
354,3.54,0.3652971984084394
355,3.5500000000000003,1.0046675667853366
356,3.56,1.6424306813729992
357,3.5700000000000003,2.2775662572370186
358,3.58,2.9090582129443194
359,3.59,3.5358962960768974
360,3.6,4.1570776994200935
361,3.61,4.7716086652401355
362,3.62,5.378506075084713
363,3.63,5.976799022562565
364,3.64,6.565530366586801
365,3.65,7.14375826259625
366,3.66,7.710557669306056
367,3.67,8.26502182857619
368,3.68,8.806263716031248
369,3.69,9.333417460110033
370,3.7,9.845639727275532
371,3.71,10.342111071168492
372,3.72,10.822037243546966
373,3.73,11.284650464913893
374,3.74,11.729210652800688
375,3.75,12.155006605741141
376,3.7600000000000002,12.561357141042208
377,3.77,12.947612184530865
378,3.7800000000000002,13.313153810534242
379,3.79,13.65739723042876
380,3.8000000000000003,13.979791728177297
381,3.81,14.279821541357249
382,3.8200000000000003,14.557006686270503
383,3.83,14.810903725814851
384,3.84,15.041106478888848
385,3.85,15.247246670194885
386,3.86,15.428994519401083
387,3.87,15.586059268719534
388,3.88,15.718189648056676
389,3.89,15.825174276991891
390,3.9,15.906842002941042
391,3.91,15.96306217496414
392,3.92,15.993744852778939
393,3.93,15.998840950646226
394,3.94,15.978342315896521
