,r,theta
257,2.7535491390519304,-1.1736385484273384
258,2.761682030887652,-1.1815286394396183
259,2.769709674000316,-1.1893726928777644
260,2.7776297837760615,-1.1971717087913718
261,2.78544012294382,-1.204926679784745
262,2.79313850129231,-1.2126385909565491
263,2.800722775388059,-1.2203084198570877
264,2.8081908482950197,-1.2279371364622047
265,2.8155406692962424,-1.235525703162823
266,2.8227702336180647,-1.2430750747692032
267,2.829877582157222,-1.250586198529029
268,2.8368608012112606,-1.2580600141584917
269,2.8437180222125726,-1.265497453885562
270,2.850447421466388,-1.2728994425047027
271,2.8570472198929795,-1.2802668974422913
272,2.863515682774348,-1.2876007288320812
273,2.8698511195055985,-1.2949018396000447
274,2.8760518833512285,-1.3021711255579944
275,2.8821163712064926,-1.3094094755053978
276,2.8880430233640126,-1.316617771338843
277,2.893830323285777,-1.3237968881686348
278,2.8994767973806446,-1.3309476944420378
279,2.9049810147874675,-1.338071052072702
280,2.9103415871639315,-1.3451678165758454
281,2.915557168481183,-1.3522388372087766
282,2.9206264548243266,-1.3592849571163852
283,2.9255481841988282,-1.3663070134812296
284,2.9303211363428923,-1.3733058376778893
285,2.9349441325458465,-1.3802822554312675
286,2.9394160354725454,-1.3872370869785382
287,2.9437357489938387,-1.3941711472344684
288,2.9479022180231085,-1.4010852459598462
289,2.9519144283588745,-1.4079801879327805
290,2.955771406533499,-1.414856773122634
291,2.9594722196679593,-1.4217157968663885
292,2.9630159753327,-1.4285580500472324
293,2.966401821414556,-1.435384319275197
294,2.9696289459897325,-1.4421953870696596
295,2.9726965772028215,-1.4489920320435612
296,2.975603983151857,-1.4557750290891842
297,2.9783504717793643,-1.462545149565356
298,2.9809353907694196,-1.469303161485946
299,2.983358127450661,-1.4760498297095406
300,2.9856181087052636,-1.4827859161301815
301,2.9877148008838414,-1.4895121798690687
302,2.9896477097262615,-1.4962293774671265
303,2.9914163802883453,-1.5029382630783525
304,2.9930203968744458,-1.5096395886638567
305,2.994459382975871,-1.5163341041865237
306,2.995733001215152,-1.5230225578062178
307,2.9968409532961187,-1.5297056960754718
308,2.9977829799597915,-1.5363842641355887
309,2.998558860946045,-1.5430590059131044
310,2.9991684149610682,-1.549730664316551
311,2.9996114996505763,-1.5563999814334657
312,2.999888011578789,-1.5630676987276029
313,2.999997886213161,-1.5697345572362886
314,2.999941097914848,1.5651913558219133
315,2.9997176599349196,1.5585239924905188
316,2.999327624416329,1.5518552654163622
317,2.998771082401595,1.5451844332929467
318,2.998048163846257,1.5385107542528398
319,2.997159037638056,1.5318334856704154
320,2.9961039116218946,1.5251518839647709
321,2.9948830326305353,1.5184652044028828
322,2.993496686521091,1.5117727009030402
323,2.9919451982172975,1.5050736258386233
324,2.990228931757577,1.4983672298422754
325,2.9883482903489234,1.4916527616105377
326,2.986303716426615,1.4849294677090061
327,2.98409569171977,1.478196592378085
328,2.9817247373227747,1.4714533773394105
329,2.9791914137725897,1.464699061603026
330,2.9764963211319646,1.4579328812753927
331,2.9736400990785703,1.4511540693683354
332,2.9706234270000884,1.4443618556090152
333,2.9674470240952546,1.4375554662510461
334,2.964111649480886,1.4307341238868652
335,2.9606181023049247,1.423897047261486
336,2.956967221865489,1.4170434510877694
337,2.9531598877359704,1.410172545863356
338,2.949197019896182,1.403283537689419
339,2.9450795788695707,1.396375628091402
340,2.940808565866501,1.3894480138419278
341,2.9363850229336292,1.3824998867860663
342,2.9318100331093464,1.3755304336691734
343,2.927084720585311,1.3685388359675212
344,2.922210250874053,1.3615242697219612
345,2.9171878309826305,1.3544859053748688
346,2.91201870959234,1.347422907610653
347,2.90670417724443,1.3403344352001099
348,2.90124556653179,1.333219640848941
349,2.8956442522965875,1.3260776710507602
350,2.8899016518337706,1.31890766594495
351,2.884019225100397,1.311708759179732
352,2.8779984749306995,1.3044800777808654
353,2.871840947256802,1.2972207420263822
354,2.865548231334978,1.289929865327826
355,2.8591219599773394,1.2826065541184564
356,2.8525638097888213,1.2752499077489436
357,2.84587550140929,1.2678590183910727
358,2.8390587997606263,1.2604329709500417
359,2.832115514298567,1.2529708429859416
360,2.8250474992691013,1.2454717046450654
361,2.8178566539691654,1.2379346186017082
362,2.810544923011377,1.2303586400111668
363,2.803114296592507,1.222742816474695
364,2.7955668107653526,1.2150861880171815
365,2.787904547713664,1.2073877870783989
366,2.78012963602971,1.1996466385186726
367,2.772244250994067,1.1918617596399
368,2.7642506148571364,1.1840321602228643
369,2.756150997121888,1.1761568425818585
370,2.747947714827262,1.1682348016376638
371,2.739643132831617,1.1602650250099906
372,2.731239664095555,1.1522464931305267
373,2.722739769963429,1.1441781793778034
374,2.714145960442725,1.136059050235123
375,2.7054607944805165,1.1278880654728685
376,2.696686880236061,1.1196641783565382
377,2.6878268753486037,1.111386335881939
378,2.678883487199313,1.1030534790389848
379,2.6698594731662637,1.0946645431056417
380,2.660757640871254,1.0862184579735743
381,2.6515808484171877,1.077714148507141
382,2.6423320046146563,1.0691505349373978
383,2.6330140691962614,1.060526533292856
384,2.623630053017129,1.0518410558687625
385,2.6141830182399675,1.0430930117367314
386,2.604676078502909,1.0342813072965986
387,2.5951123990682765,1.025404846872397
388,2.5854951969503004,1.0164625333544162
389,2.5758277410196952,1.0074532688893083
390,2.566113352082894,0.9983759556202553
391,2.5563554029335944,0.9892294964792187
392,2.5465573183741714,0.9800127960333153
393,2.5367225752043523,0.9707247613873609
394,2.5268547021744565,0.9613643031446333
395,2.5169572799003115,0.951930336427878
396,2.5070339407368767,0.9424217819625761
397,2.4970883686074177,0.9328375672244369
398,2.487124298784986,0.92317662765306
399,2.477145517622747,0.913437907933611
400,2.4671558622296446,0.9036203633483202
401,2.4571592200876675,0.8937229611994794
402,2.4471595286069086,0.8837446823055286
403,2.437160774614439,0.8736845225716805
404,2.427166993772889,0.8635414946363631
405,2.417182269924529,0.8533146295946166
406,2.407210734356489,0.8430029787993496
407,2.3972565649826723,0.832605615741149
408,2.3873239854377917,0.822121638007074
409,2.377417264078902,0.8115501693186027
410,2.3675407128896895,0.8008903616485645
411,2.357698686282726,0.7901413974165666
412,2.3478955797948773,0.7793024917620431
413,2.3381358286709806,0.7683728948936431
414,2.3284239063309435,0.7573518945132518
415,2.318764322715421,0.7462388183124423
416,2.30916162250525,0.7350330365386707
417,2.2996203832099376,0.7237339646279557
418,2.2901452131205593,0.7123410659002486
419,2.2807407491225926,0.7008538543130524
420,2.271411654364371,0.6892718972682369
421,2.2621626157770454,0.6775948184663023
422,2.252998341442226,0.6658223008016779
423,2.243923557803737,0.6539540892918887
424,2.2349430067202927,0.641989994032706
425,2.2260614423562504,0.6299298931706068
426,2.2172836279081016,0.6177737358831323
427,2.2086143321647858,0.6055215453569185
428,2.2000583259005015,0.5931734217524128
429,2.1916203780992656,0.5807295451434904
430,2.1833052520111433,0.5681901784194499
431,2.1751177010407488,0.5555556701360942
432,2.167062464469418,0.5428264573019058
433,2.159144263013219,0.5300030680846294
434,2.151367794219878,0.5170861244229823
435,2.1437377277085807,0.5040763445276001
436,2.136258700257581,0.4909745452548707
437,2.1289353107455353,0.47778164433683884
438,2.1217721149535507,0.46449866245010246
439,2.1147736202359497,0.45112672510633933
440,2.107944280068913,0.43766706434702507
441,2.1012884884872207,0.42412102022491976
442,2.0948105744204435,0.4104900420550243
443,2.088514795941099,0.3967756894180434
444,2.0824053344383313,0.3829796328997992
445,2.076486288731842,0.36910365455067473
446,2.0707616691417847,0.3551496480499081
447,2.0652353915314405,0.3411196185605392
448,2.059911271340401,0.3270156822618801
449,2.054793017626911,0.31284006554769866
450,2.0498842271388575,0.29859510387972116
451,2.045188378433613,0.2842832402877229
452,2.0407088260675965,0.2699070235092077
453,2.036448794876922,0.2554691057636326
454,2.0324113743709025,0.2409722401581641
455,2.028599513260467,0.2264192777241752
456,2.025016014143644,0.21181316408593592
457,2.0216635283702447,0.1971569357653567
458,2.0185445511077056,0.1824537161290412
459,2.0156614166296856,0.16770671098642823
460,2.0130162938485183,0.15291920385024108
461,2.0106111821119224,0.13809455087297762
462,2.0084479072835473,0.12323617547556924
463,2.006528118125914,0.10834756268675627
464,2.004853283003146,0.09343225321394572
465,2.00342468691957,0.07849383726849425
466,2.0022434289088116,0.06353594817035005
467,2.001310419786405,0.04856225575877982
468,2.0006263802772475,0.033576459637569174
469,2.0001918395273948,0.018582282284431054
470,2.0000071340078027,0.00358346205554728
471,2.000072406815635,-0.011416253882972434
472,2.000387607376739,-0.026413116664254135
473,2.0009524915508297,-0.04140338283768377
474,2.001766622138818,-0.05638332146092487
475,2.002829369789699,-0.07134922113431533
476,2.00413991430231,-0.08629739694547699
477,2.0056972463153135,-0.10122419729278923
478,2.0075001693767884,-0.1161260105573724
479,2.0095473023829724,-0.1309992715945453
480,2.0118370823739267,-0.14584046801718642
481,2.014367767672245,-0.16064614624519952
482,2.017137441349411,-0.17541291729716058
483,2.0201440150030217,-0.1901374623023357
484,2.0233852328268394,-0.20481653771342742
485,2.0268586759545797,-0.2194469802027782
486,2.03056176705739,-0.23402571122712768
487,2.0344917751742524,-0.24854974124851886
488,2.0386458207538993,-0.2630161736013869
489,2.0430208808864663,-0.27742220799839096
490,2.0476137947028,-0.29176514366998385
491,2.0524212689192467,-0.30604238213511725
492,2.0574398835058214,-0.32025142960283354
493,2.062666097455822,-0.3343898990066881
494,2.0680962546353103,-0.3484555116761092
495,2.0737265896913404,-0.3624460986507621
496,2.0795532339984124,-0.37635960164585935
497,2.085572221623288,-0.3901940736780186
498,2.091779495289127,-0.40394767936283593
499,2.0981709123207453,-0.4176186948966816
500,2.1047422505537585,-0.43120550773644517
501,2.1114892141913475,-0.4447066159919438
502,2.1184074395934513,-0.4581206275465941
503,2.1254925009842647,-0.471446258922606
504,2.1327399160650224,-0.4846823339075072
505,2.140145151520175,-0.49782778195913535
506,2.147703628406175,-0.5108816364064901
507,2.155410727413226,-0.5238430324638863
508,2.163261793991434,-0.5367112050758329
509,2.1712521433338874,-0.549485486609845
510,2.1793770652102533,-0.5621653044141662
511,2.187631828645473,-0.5747501782569644
512,2.1960116864391552,-0.5872397176631401
513,2.2045118795221663,-0.5996336191643035
514,2.21312764114782,-0.6119316634769176
515,2.2218542009159092,-0.6241337126229329
516,2.2306867886286064,-0.6362397070065272
517,2.2396206379779895,-0.6482496624598721
518,2.2486509900656255,-0.6601636672700412
519,2.2577730967552805,-0.6719818791984441
520,2.2669822238603756,-0.6837045225033644
521,2.2762736541683593,-0.6953318849754156
522,2.285642690304577,-0.7068643149949254
523,2.295084657438692,-0.7183022186195208
524,2.3045949058370367,-0.7296460567094065
525,2.3141688132646103,-0.7408963420971265
526,2.3238017872407073,-0.7520536368078539
527,2.333489267152387,-0.7631185493356007
528,2.3432267262302022,-0.7740917319800684
529,2.3530096733907464,-0.7849738782482522
530,2.362833654950699,-0.7957657203242947
531,2.3726942562171423,-0.806468026610556
532,2.3825871029589702,-0.81708159934232
533,2.3925078627642677,-0.8276072722780888
534,2.402452246288495,-0.8380459084669335
535,2.4124160083983526,-0.8483983980939751
536,2.422394949216115,-0.8586656564046553
537,2.432384915069213,-0.8688486217081315
538,2.4423817993497274,-0.8789482534597596
539,2.452381543288413,-0.8889655304223792
540,2.462380136647749,-0.8989014489058199
541,2.4723736183384157,-0.9087570210838112
542,2.482358076963492,-0.918533273387289
543,2.492329651294512,-0.9282312449728654
544,2.502284530683436,-0.9378519862650989
545,2.5122189554144163,-0.947396557571037
546,2.5221292169991383,-0.9568660277654005
547,2.5320116584193437,-0.9662614730446523
548,2.5418626743200314,-0.9755839757481243
549,2.551678711156663,-0.9848346232443075
550,2.561456267299601,-0.9940145068803484
551,2.5711918930988147,-1.003124720992753
552,2.580882190911787,-1.012166361977282
553,2.5905238150974106,-1.0211405274159908
554,2.60011347197853,-1.0300483152593773
555,2.6096479197756275,-1.0388908230615819
556,2.6191239685140877,-1.0476691472666135
557,2.6285384799072524,-1.056384382543582
558,2.6378883672174718,-1.0650376211689516
559,2.6471705950971267,-1.0736299524538426
560,2.656382179411581,-1.082162462214465
561,2.6655201870458303,-1.090636232283784
562,2.674581735696587,-1.0990523400625867
563,2.6835639936513616,-1.1074118581081334
564,2.692464179556068,-1.115715853758648
565,2.7012795621725507,-1.1239653887919447
566,2.710007460127343,-1.1321615191165337
567,2.718645241652918,-1.1403052944936154
568,2.7271903243225513,-1.1483977582884033
569,2.735640174779887,-1.156439947249295
570,2.7439923084642106,-1.1644328913134399
571,2.7522442893323635,-1.172377613437334
572,2.760393729578142,-1.180275129451091
573,2.7684382893500157,-1.1881264479351246
574,2.776375676467887,-1.1959325701180055
575,2.7842036461395883,-1.2036944897943282
576,2.7919200006777554,-1.2114131932614487
577,2.7995225892176534,-1.2190896592740303
578,2.807009307436495,-1.226724859015358
579,2.8143780972747665,-1.2343197560844557
580,2.8216269466599813,-1.241875306498057
581,2.828753889233301,-1.2493924587065486
582,2.835757004079398,-1.2568721536230352
583,2.8426344154598953,-1.264315324664727
584,2.849384292550707,-1.2717228978058752
585,2.8560048491835524,-1.2790957916415389
586,2.862494343591914,-1.286434917461487
587,2.868851078161653,-1.2937411793335951
588,2.8750733991865043,-1.3010154741961033
589,2.881159696628615,-1.308258691958166
590,2.8871084038843184,-1.315471715608134
591,2.8929179975552564,-1.3226554213290456
592,2.8985869972250033,-1.3298106786208468
593,2.904113965241293,-1.3369383504288606
594,2.9094975065039326,-1.3440392932780787
595,2.91473626825851,-1.3511143574128608
596,2.919828939895949,-1.35816438694166
597,2.92477425275797,-1.3651902199863997
598,2.9295709799485166,-1.3721926888361706
599,2.9342179361511698,-1.3791726201049206
600,2.938713977452605,-1.3861308348928456
601,2.943058001172085,-1.3930681489511882
602,2.947248945697031,-1.3999853728501912
603,2.9512857903246683,-1.4068833121499504
604,2.9551675551097447,-1.413762767573949
605,2.9588933007183527,-1.4206245351850455
606,2.962462128287803,-1.4274694065637212
607,2.9658731792925876,-1.4342981689883998
608,2.969125635416392,-1.4411116056176678
609,2.972218718430155,-1.447910495674227
610,2.975151690076159,-1.4546956146304346
611,2.9779238519581313,-1.4614677343952855
612,2.980534545437341,-1.4682276235027167
613,2.9829831515346688,-1.4749760473010975
614,2.9852690908386337,-1.4817137681438095
615,2.9873918234193484,-1.488441545580797
616,2.989350848748394,-1.4951601365510094
617,2.99114570562459,-1.5018702955756238
618,2.99277597210563,-1.5085727749519846
619,2.9942412654455817,-1.5152683249481689
620,2.995541242038219,-1.5219576939981092
621,2.99667559736618,-1.5286416288972116
622,2.997644065955925,-1.5353208749983953
623,2.9984464213384934,-1.5419961764085006
624,2.9990824760160315,-1.5486682761850068
625,2.999552081434093,-1.5553379165330097
626,2.999855127959701,-1.5620058390024003
627,2.9999915448651566,-1.5686727846852033
628,2.9999613003175973,1.5662531591767745
629,2.9997644013743,1.5595859446352625
630,2.999400893983715,1.5529174843767657
631,2.998870862992259,1.5462470371659036
632,2.998174432156839,1.5395738612377934
633,2.9973117641631246,1.5328972141007617
634,2.9962830606495827,1.526216352339235
635,2.995088562237269,1.5195305314168488
636,2.99372854856539,1.5128390054798402
637,2.992203338332651,1.50614102716076
638,2.9905132893444053,1.4994358473825837
639,2.988658798565602,1.492722715163265
640,2.986640302179575,1.486000877420807
641,2.984458275652667,1.479269578778915
642,2.982113233804715,1.4725280613733074
643,2.9796057308854276,1.4657755646587665
644,2.976936360656648,1.45901132521701
645,2.9741057564805553,1.4522345765654818
646,2.971114591413789,1.4454445489671526
647,2.9679635783075518,1.4386404692414476
648,2.9646534699136815,1.4318215605764084
649,2.9611850589967337,1.42498704234222
650,2.9575591784520774,1.4181361299062258
651,2.9537767014300225,1.4112680344495885
652,2.94983854146601,1.4043819627857403
653,2.9457456526168557,1.3974771171807967
654,2.941499029603064,1.3905526951761007
655,2.9370997079572345,1.3836078894131063
656,2.932548764178538,1.3766418874607906
657,2.9278473158932785,1.3696538716458273
658,2.922996522021532,1.362643018885746
659,2.917997582949843,1.3556085005253387
660,2.9128517407099648,1.3485494821765822
661,2.9075602791636266,1.3414651235623607
662,2.90212452419327,1.3343545783642958
663,2.896545843898741,1.3272169940750187
664,2.890825648799867,1.3200515118552263
665,2.8849653920448595,1.3128572663959002
666,2.8789665696244704,1.3056333857860756
667,2.8728307205918138,1.2983789913865886
668,2.866559427287757,1.291093197710247
669,2.8601543155717435,1.2837751123088927
670,2.8536170550579514,1.2764238356678685
671,2.8469493593565915,1.2690384611084078
672,2.8401529863202137,1.2616180746985253
673,2.8332297382948015,1.2541617551729942
674,2.826181462375466,1.2466685738630465
675,2.819010050666465,1.239137594636451
676,2.8117174405453156,1.2315678738486864
677,2.8043056149306933,1.2239584603059352
678,2.7967766025537895,1.2163083952406881
679,2.78913247823277,1.2086167123007667
680,2.7813753631499556,1.2008824375526412
681,2.773507425131282,1.193104589499939
682,2.765530878927582,1.1852821791181012
683,2.757447986497164,1.1774142099061744
684,2.7492610572891514,1.1694996779567988
685,2.7409724485269646,1.1615375720454697
686,2.732584565491299,1.1535268737402298
687,2.724099861801879,1.1454665575329714
688,2.715520839697247,1.1373555909936093
689,2.70685005031173,1.1291929349484149
690,2.6980900939487293,1.1209775436838654
691,2.6892436203493384,1.112708365177407
692,2.680313328955296,1.1043843413566043
693,2.671301969165151,1.096004408388175
694,2.662212340582463,1.087567496998483
695,2.6530472932547817,1.0790725328271107
696,2.6438097279020343,1.0705184368151703
697,2.6345025961329083,1.061904125630093
698,2.625128900647674,1.0532285121286507
699,2.6156916954258165,1.0444905058600413
700,2.606194085896739,1.0356890136108838
701,2.596639229091699,1.0268229399940456
702,2.5870303337750142,1.017891188083225
