,t,x
0,0.0,1.0
1,0.01,0.9999503320866598
2,0.02,0.9998026467728903
3,0.03,0.9995588995549634
4,0.04,0.9992210167184161
5,0.05,0.9987908957257497
6,0.06,0.9982704055993037
7,0.07,0.9976613872993647
8,0.08,0.9969656540975667
9,0.09,0.9961849919456387
10,0.1,0.9953211598395555
11,0.11,0.9943758901791463
12,0.12,0.9933508891232163
13,0.13,0.9922478369402343
14,0.14,0.9910683883546387
15,0.15,0.9898141728888165
16,0.16,0.9884867952008052
17,0.17,0.987087835417769
18,0.18,0.985618849465301
19,0.19,0.9840813693926012
20,0.2,0.9824769036935782
21,0.21,0.9808069376239263
22,0.22,0.9790729335142238
23,0.23,0.9772763310791008
24,0.24,0.9754185477225263
25,0.25,0.9735009788392561
26,0.26,0.9715249981124935
27,0.27,0.9694919578078035
28,0.28,0.9674031890633286
29,0.29,0.9652600021763492
30,0.3,0.9630636868862332
31,0.31,0.9608155126538189
32,0.32,0.958516728937272
33,0.33,0.9561685654644618
34,0.34,0.9537722325018969
35,0.35000000000000003,0.9513289211202631
36,0.36,0.9488398034566021
37,0.37,0.9463060329731758
38,0.38,0.9437287447130511
39,0.39,0.9411090555524488
40,0.4,0.9384480644498951
41,0.41000000000000003,0.9357468526922104
42,0.42,0.9330064841373806
43,0.43,0.9302280054543426
44,0.44,0.9274124463597236
45,0.45,0.9245608198515713
46,0.46,0.9216741224401119
47,0.47000000000000003,0.9187533343755702
48,0.48,0.9157994198730884
49,0.49,0.91281332733478
50,0.5,0.9097959895689501
51,0.51,0.9067483240065215
52,0.52,0.9036712329146954
53,0.53,0.9005656036078835
54,0.54,0.8974323086559441
55,0.55,0.8942722060897543
56,0.56,0.8910861396041512
57,0.5700000000000001,0.8878749387582733
58,0.58,0.8846394191733352
59,0.59,0.8813803827278663
60,0.6,0.8780986177504422
61,0.61,0.8747948992099447
62,0.62,0.8714699889033726
63,0.63,0.8681246356412424
64,0.64,0.8647595754305997
65,0.65,0.8613755316556765
66,0.66,0.8579732152562207
67,0.67,0.8545533249035259
68,0.68,0.8511165471741904
69,0.6900000000000001,0.8476635567216337
70,0.7000000000000001,0.8441950164453962
71,0.71,0.8407115776582503
72,0.72,0.8372138802511513
73,0.73,0.8337025528560502
74,0.74,0.8301782130065998
75,0.75,0.8266414672967757
76,0.76,0.8230929115374402
77,0.77,0.8195331309108738
78,0.78,0.8159627001232979
79,0.79,0.812382183555417
80,0.8,0.8087921354109988
81,0.81,0.8051930998635235
82,0.8200000000000001,0.8015856112009186
83,0.8300000000000001,0.7979701939684101
84,0.84,0.7943473631095067
85,0.85,0.7907176241051443
86,0.86,0.7870814731110127
87,0.87,0.7834393970930849
88,0.88,0.779791873961373
89,0.89,0.776139372701933
90,0.9,0.7724823535071383
91,0.91,0.7688212679042448
92,0.92,0.7651565588822671
93,0.93,0.76148866101719
94,0.9400000000000001,0.7578180005955308
95,0.9500000000000001,0.7541449957362774
96,0.96,0.7504700565112197
97,0.97,0.7467935850636958
98,0.98,0.7431159757257711
99,0.99,0.739437615133871
100,1.0,0.7357588823428847
101,1.01,0.7320801489387618
102,1.02,0.7284017791496182
103,1.03,0.7247241299553692
104,1.04,0.7210475511959116
105,1.05,0.7173723856778684
106,1.06,0.7136989692799183
107,1.07,0.7100276310567228
108,1.08,0.7063586933414734
109,1.09,0.7026924718470727
110,1.1,0.6990292757659671
111,1.11,0.695369407868649
112,1.12,0.6917131646008436
113,1.1300000000000001,0.6880608361793987
114,1.1400000000000001,0.6844127066868902
115,1.1500000000000001,0.6807690541649644
116,1.16,0.6771301507064275
117,1.17,0.6734962625461025
118,1.18,0.6698676501504661
119,1.19,0.6662445683060819
120,1.2,0.6626272662068446
121,1.21,0.6590159875400511
122,1.22,0.6554109705713116
123,1.23,0.6518124482283165
124,1.24,0.6482206481834734
125,1.25,0.6446357929354277
126,1.26,0.641058099889481
127,1.27,0.6374877814369221
128,1.28,0.6339250450332826
129,1.29,0.6303700932755328
130,1.3,0.6268231239782289
131,1.31,0.6232843302486266
132,1.32,0.6197539005607728
133,1.33,0.6162320188285899
134,1.34,0.6127188644779629
135,1.35,0.609214612517845
136,1.36,0.6057194336103919
137,1.37,0.6022334941401366
138,1.3800000000000001,0.5987569562822204
139,1.3900000000000001,0.595289978069687
140,1.4000000000000001,0.5918327134598554
141,1.41,0.5883853123997834
142,1.42,0.5849479208908281
143,1.43,0.5815206810523235
144,1.44,0.5781037311843771
145,1.45,0.5746972058298042
146,1.46,0.5713012358352068
147,1.47,0.567915948411208
148,1.48,0.5645414671918556
149,1.49,0.5611779122932025
150,1.5,0.5578254003710745
151,1.51,0.5544840446780392
152,1.52,0.5511539551195812
153,1.53,0.5478352383094979
154,1.54,0.544527997624524
155,1.55,0.5412323332581948
156,1.56,0.5379483422739577
157,1.57,0.5346761186575426
158,1.58,0.5314157533685993
159,1.59,0.5281673343916128
160,1.6,0.524930946786104
161,1.61,0.5217066727361271
162,1.62,0.5184945915990704
163,1.6300000000000001,0.5152947799537716
164,1.6400000000000001,0.5121073116479546
165,1.6500000000000001,0.5089322578449983
166,1.6600000000000001,0.5057696870700445
167,1.67,0.502619665255454
168,1.68,0.4994822557856187
169,1.69,0.4963575195411411
170,1.7,0.49324551494238356
171,1.71,0.4901462979924009
172,1.72,0.48705992231926154
173,1.73,0.48398643921776646
174,1.74,0.4809258976905714
175,1.75,0.4778783444887241
176,1.76,0.4748438241516195
177,1.77,0.47182237904638413
178,1.78,0.46881404940669547
179,1.79,0.46581887337104355
180,1.8,0.46283688702044234
